provider_id,workload_hours,stress_level,absenteeism_days,satisfaction_score,burnout_risk
P000994,53,6,4,10,26
P000995,53,7,2,10,31
P000996,54,7,3,10,31
P000997,46,6,4,10,24
P000998,46,10,3,10,40
P000999,32,10,5,10,40
P001000,47,9,2,10,30
P001001,48,10,1,1,56
P001002,48,8,0,10,19
P001003,57,7,0,1,54
P001004,57,8,3,10,38
P001005,43,10,1,10,30
P001006,59,6,0,10,28
P001007,36,9,3,1,54
P001008,57,7,3,10,33
P001009,45,6,3,1,48
P001010,56,7,2,1,58
P001011,32,9,1,10,23
P001012,58,7,4,10,33
P001013,48,6,5,1,53
P001014,47,6,1,10,34
P001015,57,6,2,1,63
P001016,50,10,1,10,37
P001017,60,6,2,10,30
P001018,58,9,3,1,60
P001019,57,9,3,10,50
P001020,46,7,0,10,33
P001021,55,8,3,1,61
P001022,51,10,4,10,38
P001023,46,10,3,10,42
P001024,59,10,0,1,70
P001025,45,9,2,10,33
P001026,43,7,3,10,24
P001027,45,10,2,10,35
P001028,48,8,4,1,58
P001029,41,6,3,10,21
P001030,44,8,7,1,64
P001031,46,9,3,10,38
P001032,55,8,4,10,45
P001033,52,10,3,1,65
P001034,46,9,2,10,35
P001035,47,6,1,1,40
P001036,40,9,4,10,37
P001037,60,10,7,10,54
P001038,54,8,5,1,60
P001039,57,8,3,10,49
P001040,47,10,0,10,38
P001041,51,9,6,1,68
P001042,51,7,8,10,51
P001043,59,10,4,1,74
P001044,44,10,4,1,74
P001045,52,8,3,10,39
P001046,50,6,2,10,31
P001047,60,6,1,10,43
P001048,55,9,1,1,58
P001049,45,8,5,1,49
P001050,44,10,3,10,35
P001051,49,8,3,10,35
P001052,40,7,1,1,39
P001053,60,9,2,10,42
P001054,49,9,3,10,35
P001055,59,10,4,1,72
P001056,51,6,0,1,48
P001057,52,8,0,1,55
P001058,55,10,3,1,64
P001059,53,10,1,1,69
P001060,38,6,2,1,42
P001061,46,9,1,10,28
P001062,51,7,2,10,40
P001063,46,7,6,1,59
P001064,52,9,0,1,54
P001065,55,6,4,10,38
P001066,46,6,5,10,28
P001067,46,8,3,10,29
P001068,49,6,5,1,58
P001069,53,10,2,1,63
P001070,46,9,1,1,52
P001071,47,9,4,10,47
P001072,58,7,2,10,29
P001073,44,7,6,1,67
P001074,56,8,1,10,36
P001075,30,9,5,1,53
P001076,54,8,4,10,36
P001077,36,7,0,10,25
P001078,36,10,1,10,34
P001079,37,6,1,10,17
P001080,52,9,5,1,63
P001081,33,7,4,10,21
P001082,41,10,1,10,34
P001083,60,8,3,1,66
P001084,45,6,2,10,32
P001085,51,7,4,10,28
P001086,43,7,0,10,28
P001087,54,10,2,10,37
P001088,47,10,3,10,35
P001089,53,6,0,10,31
P001090,49,6,4,10,32
P001091,57,6,2,10,37
P001092,54,6,1,1,59
P001093,43,8,3,1,58
P001094,42,7,1,10,21
P001095,53,6,5,1,53
P001096,55,9,2,10,44
P001097,46,10,3,10,36
P001098,60,10,2,1,64
P001099,50,7,0,10,33
P001100,51,10,2,1,68
P001101,46,6,1,1,44
P001102,39,8,2,10,29
P001103,47,8,3,10,36
P001104,55,10,2,1,69
P001105,53,10,5,10,44
P001106,43,6,1,1,48
P001107,60,8,0,10,36
P001108,51,6,4,1,52
P001109,54,9,1,10,40
P001110,59,6,3,10,29
P001111,47,9,0,10,31
P001112,59,7,0,10,30
P001113,39,8,5,10,23
P001114,47,10,3,1,55
P001115,46,6,3,1,50
P001116,30,10,2,1,58
P001117,44,7,2,1,44
P001118,60,10,2,1,64
P001119,56,8,5,10,45
P001120,48,9,3,10,36
P001121,60,6,4,10,42
P001122,49,7,2,10,27
P001123,47,10,2,10,31
P001124,34,9,2,10,36
P001125,51,10,6,1,74
P001126,50,9,3,1,54
P001127,42,7,3,10,27
P001128,54,10,3,1,66
P001129,57,10,6,10,45
P001130,49,6,5,10,25
P001131,44,9,0,1,50
P001132,51,10,1,10,36
P001133,42,9,2,1,59
P001134,53,8,4,10,32
P001135,49,9,4,1,58
P001136,56,7,3,1,63
P001137,50,7,1,1,57
P001138,55,6,4,10,30
P001139,58,6,2,10,37
P001140,54,10,4,10,52
P001141,57,6,2,10,34
P001142,53,6,2,1,52
P001143,37,9,1,10,22
P001144,58,7,1,1,62
P001145,60,10,2,1,68
P001146,40,10,2,1,65
P001147,59,10,5,1,68
P001148,42,9,3,10,21
P001149,51,9,1,1,60
P001150,42,10,4,1,59
P001151,57,9,5,10,49
P001152,56,8,1,10,38
P001153,57,7,3,10,35
P001154,47,7,1,1,47
P001155,49,7,1,1,47
P001156,60,9,2,1,76
P001157,46,9,2,10,44
P001158,47,9,3,10,32
P001159,57,8,1,10,39
P001160,58,8,1,10,34
P001161,35,10,0,1,43
P001162,43,7,2,10,28
P001163,53,8,0,10,41
P001164,49,9,1,1,55
P001165,44,9,4,10,34
P001166,56,9,1,10,34
P001167,50,9,0,10,39
P001168,46,6,4,10,34
P001169,40,9,4,10,32
P001170,36,6,5,10,26
P001171,44,7,6,10,37
P001172,57,9,1,10,50
P001173,53,7,2,1,56
P001174,40,10,3,10,37
P001175,55,9,8,10,59
P001176,59,8,3,1,63
P001177,44,9,1,10,38
P001178,59,10,2,10,50
P001179,47,6,4,10,28
P001180,41,10,1,10,34
P001181,38,7,1,10,27
P001182,52,7,4,10,37
P001183,47,8,0,10,31
P001184,50,7,2,10,34
P001185,50,10,3,10,44
P001186,48,10,2,10,32
P001187,59,7,0,1,51
P001188,46,10,6,1,72
P001189,30,10,2,1,53
P001190,53,7,2,1,53
P001191,53,8,0,1,58
P001192,50,6,1,10,31
P001193,59,10,5,10,58
P001194,60,7,1,1,52
P001195,52,7,2,1,54
P001196,46,7,3,10,29
P001197,50,7,1,10,31
P001198,41,9,2,10,41
P001199,53,7,2,10,45
P001200,43,7,3,10,23
P001201,38,9,1,10,37
P001202,49,8,0,10,23
P001203,37,8,1,1,58
P001204,60,10,8,10,49
P001205,41,9,3,1,55
P001206,52,8,1,1,52
P001207,35,7,1,10,19
P001208,42,10,3,1,68
P001209,54,9,0,10,41
P001210,60,8,1,10,37
P001211,44,10,4,10,34
P001212,60,8,3,1,68
P001213,60,6,3,1,63
P001214,50,9,0,10,38
P001215,48,10,0,1,60
P001216,54,10,1,10,43
P001217,51,7,4,1,60
P001218,60,8,0,10,37
P001219,40,10,2,10,30
P001220,47,9,4,10,41
P001221,49,9,2,10,40
P001222,39,8,2,10,34
P001223,44,8,5,1,50
P001224,43,9,1,1,58
P001225,58,8,2,10,40
P001226,35,9,1,10,35
P001227,45,6,4,10,25
P001228,60,8,5,1,69
P001229,48,7,3,10,38
P001230,58,8,4,10,43
P001231,55,10,2,10,43
P001232,53,6,0,1,52
P001233,43,7,1,10,20
P001234,42,9,4,10,26
P001235,40,8,4,1,53
P001236,58,8,3,10,41
P001237,50,6,2,10,31
P001238,39,9,6,10,32
P001239,50,7,3,1,54
P001240,51,6,0,10,16
P001241,39,10,1,10,38
P001242,37,8,3,1,48
P001243,36,10,5,10,34
P001244,55,9,2,1,63
P001245,47,7,2,1,46
P001246,50,7,3,1,52
P001247,57,10,2,10,42
P001248,38,8,2,10,28
P001249,49,6,6,10,31
P001250,49,8,4,10,36
P001251,43,7,0,10,23
P001252,30,9,5,1,53
P001253,44,9,4,10,42
P001254,51,10,1,1,66
P001255,54,7,4,1,62
P001256,51,7,5,1,51
P001257,57,8,2,10,38
P001258,51,8,2,10,38
P001259,58,10,1,10,42
P001260,49,8,2,1,59
P001261,40,8,1,1,42
P001262,60,10,3,10,49
P001263,32,8,2,1,50
P001264,54,10,3,10,47
P001265,48,7,2,1,52
P001266,41,10,2,1,56
P001267,41,6,6,10,31
P001268,43,7,3,1,49
P001269,60,7,3,1,70
P001270,60,6,3,10,47
P001271,44,10,0,10,38
P001272,53,8,5,1,65
P001273,46,6,2,10,18
P001274,50,8,1,1,41
P001275,54,9,4,1,67
P001276,46,10,2,10,39
P001277,48,10,3,1,54
P001278,53,8,2,1,52
P001279,44,9,2,1,55
P001280,50,9,0,1,60
P001281,53,9,5,1,61
P001282,38,7,2,1,38
P001283,39,8,2,10,26
P001284,51,9,4,1,71
P001285,42,8,4,1,55
P001286,58,10,5,1,62
P001287,52,6,5,10,40
P001288,55,10,3,10,45
P001289,60,6,5,10,26
P001290,40,8,4,10,38
P001291,47,10,4,10,41
P001292,47,7,3,1,49
P001293,40,10,3,10,39
P001294,46,6,2,1,48
P001295,60,10,3,10,45
P001296,47,8,3,10,26
P001297,49,9,2,1,59
P001298,53,7,2,10,30
P001299,43,6,4,10,28
P001300,60,6,5,1,59
P001301,53,10,3,1,61
P001302,56,9,1,10,31
P001303,54,8,4,10,35
P001304,48,6,3,10,36
P001305,58,10,1,1,75
P001306,47,8,1,1,60
P001307,40,10,1,10,36
P001308,35,7,3,10,31
P001309,51,9,2,10,43
P001310,46,10,4,10,43
P001311,47,10,1,1,52
P001312,58,8,4,10,41
P001313,45,7,5,1,55
P001314,55,10,2,1,65
P001315,48,6,3,10,32
P001316,47,10,2,1,71
P001317,33,10,1,10,19
P001318,56,7,3,1,67
P001319,56,8,2,10,37
P001320,47,7,0,1,54
P001321,41,8,7,10,36
P001322,57,6,1,10,26
P001323,50,7,0,10,33
P001324,45,10,5,1,67
P001325,60,10,4,10,58
P001326,47,9,3,10,40
P001327,58,7,4,1,65
P001328,53,6,5,10,33
P001329,40,6,2,1,37
P001330,36,7,0,10,28
P001331,52,7,4,10,38
P001332,33,8,1,10,18
P001333,60,7,4,10,46
P001334,48,10,1,10,40
P001335,33,8,1,1,48
P001336,55,7,4,10,37
P001337,44,6,1,10,27
P001338,43,6,3,1,55
P001339,42,6,4,10,13
P001340,45,9,0,10,27
P001341,54,9,7,10,49
P001342,54,7,4,10,35
P001343,47,6,1,1,51
P001344,41,10,2,10,38
P001345,57,7,2,10,36
P001346,47,10,0,10,37
P001347,59,9,5,1,63
P001348,53,9,3,10,31
P001349,44,8,1,1,55
P001350,48,8,2,10,38
P001351,50,10,4,1,63
P001352,58,8,5,1,60
P001353,41,10,1,10,23
P001354,60,10,4,10,54
P001355,58,10,0,10,44
P001356,47,9,0,10,28
P001357,36,8,3,1,50
P001358,59,9,3,1,69
P001359,44,8,2,1,46
P001360,45,9,1,1,57
P001361,57,9,3,10,46
P001362,46,9,1,1,52
P001363,60,6,3,10,44
P001364,31,10,2,1,52
P001365,37,7,2,10,21
P001366,50,9,4,10,38
P001367,60,8,3,10,44
P001368,43,6,4,1,52
P001369,51,9,4,10,42
P001370,36,7,3,1,39
P001371,37,8,1,10,21
P001372,46,8,1,1,55
P001373,56,6,1,1,47
P001374,41,8,1,1,45
P001375,54,6,4,10,32
P001376,45,10,2,10,40
P001377,38,9,2,10,29
P001378,54,10,1,1,64
P001379,57,10,1,1,66
P001380,45,9,4,1,63
P001381,48,9,2,10,31
P001382,44,9,3,1,53
P001383,57,10,2,1,65
P001384,48,6,3,10,33
P001385,37,8,2,10,24
P001386,60,7,2,1,56
P001387,41,10,2,10,32
P001388,45,7,4,10,41
P001389,56,7,3,10,37
P001390,52,9,3,10,38
P001391,51,9,2,1,61
P001392,38,10,4,1,56
P001393,48,10,8,1,76
P001394,50,9,1,10,42
P001395,55,9,2,10,35
P001396,46,6,0,10,24
P001397,47,9,4,10,47
P001398,46,9,0,10,26
P001399,47,7,1,10,35
P001400,44,7,1,10,25
P001401,50,9,3,10,36
P001402,58,6,3,1,49
P001403,43,6,4,10,21
P001404,57,7,2,1,56
P001405,49,7,2,10,29
P001406,39,9,0,1,47
P001407,57,9,2,1,66
P001408,56,10,5,10,48
P001409,38,9,5,10,15
P001410,56,6,2,10,39
P001411,59,6,1,1,58
P001412,38,10,3,10,35
P001413,60,8,4,1,69
P001414,49,10,4,10,41
P001415,51,6,2,1,49
P001416,34,10,2,10,37
P001417,45,8,2,10,30
P001418,58,7,3,10,37
P001419,59,7,4,10,49
P001420,60,7,6,10,48
P001421,52,7,2,10,33
P001422,56,10,1,10,39
P001423,60,9,4,1,64
P001424,60,8,3,1,76
P001425,60,8,3,10,45
P001426,51,10,3,10,44
P001427,47,8,3,10,36
P001428,52,6,3,10,26
P001429,43,7,6,10,31
P001430,43,6,2,10,19
P001431,56,8,0,10,32
P001432,39,8,4,10,14
P001433,50,9,2,10,46
P001434,55,10,6,10,49
P001435,41,10,4,10,52
P001436,54,8,2,10,28
P001437,43,6,6,1,50
P001438,60,10,4,10,45
P001439,41,9,2,10,39
P001440,60,7,3,1,57
P001441,50,8,2,10,37
P001442,54,7,0,10,36
P001443,53,6,3,1,60
P001444,57,9,2,10,44
P001445,55,7,1,1,59
P001446,42,8,3,10,38
P001447,51,7,1,1,60
P001448,57,8,1,10,34
P001449,60,9,3,10,48
P001450,45,7,4,1,46
P001451,58,10,1,10,55
P001452,58,9,4,10,43
P001453,60,8,1,10,33
P001454,57,10,3,10,45
P001455,42,10,4,10,32
P001456,52,10,1,1,73
P001457,54,8,3,1,60
P001458,51,9,5,1,62
P001459,54,6,0,1,50
P001460,50,9,1,1,55
P001461,48,6,4,1,51
P001462,49,6,6,1,53
P001463,52,6,0,10,16
P001464,56,7,3,10,51
P001465,56,6,2,10,34
P001466,42,10,3,1,56
P001467,48,6,2,1,49
P001468,58,6,3,1,57
P001469,58,8,5,1,57
P001470,59,9,0,10,38
P001471,31,6,2,1,34
P001472,60,8,0,10,43
P001473,47,10,4,10,41
P001474,49,9,3,1,67
P001475,46,10,0,1,56
P001476,60,7,2,1,54
P001477,43,7,3,10,30
P001478,60,10,4,10,51
P001479,60,8,2,1,68
P001480,60,10,3,1,69
P001481,52,10,1,1,71
P001482,53,9,0,10,42
P001483,42,8,2,1,55
P001484,45,6,2,1,50
P001485,60,8,3,10,50
P001486,57,7,1,10,35
P001487,52,10,3,1,67
P001488,50,10,3,1,65
P001489,46,7,4,1,55
P001490,54,10,1,10,40
P001491,56,9,2,10,43
P001492,46,8,3,10,43
P001493,46,6,1,1,45
P001494,50,8,2,10,36
P001495,60,9,3,10,46
P001496,46,9,0,10,30
P001497,35,10,1,10,17
P001498,48,10,2,10,45
P001499,56,8,0,10,37
P001500,53,6,5,1,51
P001501,56,9,5,1,69
P001502,47,10,1,10,39
P001503,57,7,4,10,37
P001504,44,10,2,1,61
P001505,50,6,0,1,40
P001506,60,6,3,10,44
P001507,57,8,3,10,46
P001508,56,8,4,10,41
P001509,42,6,1,10,26
P001510,48,9,1,1,57
P001511,49,9,5,1,60
P001512,60,6,1,10,31
P001513,46,6,3,1,54
P001514,57,9,4,10,46
P001515,34,8,3,10,21
P001516,37,6,2,1,51
P001517,40,6,4,1,51
P001518,33,9,2,10,31
P001519,46,9,3,1,74
P001520,44,7,6,10,39
P001521,41,6,1,10,22
P001522,54,6,0,10,29
P001523,60,9,2,1,61
P001524,44,8,0,10,25
P001525,50,9,5,10,42
P001526,55,8,3,10,43
P001527,60,8,3,1,59
P001528,50,6,3,1,53
P001529,50,10,4,1,65
P001530,49,8,4,10,34
P001531,52,6,0,10,24
P001532,41,9,2,10,21
P001533,53,9,0,10,36
P001534,54,9,3,1,58
P001535,48,10,3,10,39
P001536,32,8,2,10,28
P001537,52,6,2,10,37
P001538,47,7,3,10,30
P001539,50,9,4,10,40
P001540,31,9,1,10,22
P001541,40,7,1,10,23
P001542,58,7,4,1,68
P001543,46,9,0,10,25
P001544,46,7,0,10,19
P001545,45,7,7,1,56
P001546,49,9,4,10,37
P001547,47,9,1,10,35
P001548,59,8,3,1,65
P001549,41,9,0,10,26
P001550,31,9,6,10,32
P001551,58,10,2,1,60
P001552,45,10,5,10,38
P001553,39,10,1,10,30
P001554,55,10,3,10,47
P001555,50,7,5,10,28
P001556,60,8,3,10,30
P001557,35,8,1,10,24
P001558,47,10,1,1,60
P001559,50,10,0,1,59
P001560,48,7,1,10,39
P001561,53,7,2,1,50
P001562,46,10,3,1,55
P001563,49,6,1,1,54
P001564,60,7,1,10,45
P001565,56,9,2,1,62
P001566,48,8,3,10,31
P001567,54,8,5,10,40
P001568,55,8,6,1,59
P001569,53,9,1,10,41
P001570,50,9,0,10,42
P001571,43,9,2,10,28
P001572,48,7,2,10,27
P001573,44,7,1,10,23
P001574,60,8,1,1,63
P001575,48,6,4,1,48
P001576,59,10,3,10,53
P001577,48,6,2,10,26
P001578,34,9,3,10,28
P001579,54,10,4,1,75
P001580,57,8,5,1,63
P001581,51,6,1,10,34
P001582,55,6,4,10,34
P001583,60,10,2,10,39
P001584,60,8,2,10,43
P001585,48,8,0,10,25
P001586,48,7,1,10,31
P001587,50,6,3,1,59
P001588,60,9,2,10,34
P001589,43,10,4,10,39
P001590,42,6,2,1,43
P001591,53,6,6,10,35
P001592,48,8,1,1,56
P001593,44,6,1,10,22
P001594,50,6,4,10,31
P001595,38,6,1,1,37
P001596,46,10,2,10,39
P001597,41,10,2,10,31
P001598,49,7,2,1,46
P001599,60,6,2,1,58
P001600,50,10,3,10,47
P001601,45,8,2,1,59
P001602,55,7,1,1,61
P001603,47,7,4,1,55
P001604,50,9,2,10,33
P001605,41,9,2,10,34
P001606,58,8,3,10,41
P001607,43,9,5,10,36
P001608,56,6,2,10,39
P001609,47,6,2,10,24
P001610,56,7,2,1,60
P001611,60,10,0,1,74
P001612,55,9,1,10,36
P001613,48,10,2,1,54
P001614,58,8,1,10,39
P001615,53,10,2,1,62
P001616,60,8,2,1,59
P001617,45,10,6,1,58
P001618,48,7,1,1,53
P001619,42,9,3,10,42
P001620,55,8,8,10,50
P001621,45,8,0,10,32
P001622,45,8,2,10,33
P001623,48,6,3,1,46
P001624,57,10,2,10,48
P001625,56,9,4,10,49
P001626,54,6,4,10,28
P001627,49,8,0,1,55
P001628,50,8,2,1,65
P001629,38,10,3,1,60
P001630,49,8,2,10,32
P001631,37,8,5,10,32
P001632,42,8,0,10,26
P001633,38,8,3,10,30
P001634,39,6,4,1,50
P001635,43,8,3,1,48
P001636,53,10,2,1,62
P001637,46,7,3,1,62
P001638,37,7,1,10,19
P001639,38,6,1,10,18
P001640,50,9,3,10,40
P001641,57,9,2,10,40
P001642,52,8,5,10,37
P001643,59,7,4,10,43
P001644,54,8,0,1,57
P001645,58,8,1,10,40
P001646,50,6,2,10,38
P001647,54,8,4,1,66
P001648,47,7,3,1,52
P001649,51,9,1,1,62
P001650,40,6,0,1,49
P001651,45,8,2,1,46
P001652,45,6,3,10,30
P001653,60,7,2,10,45
P001654,40,7,1,10,31
P001655,58,10,3,1,70
P001656,55,7,1,1,64
P001657,44,9,0,1,56
P001658,52,7,2,10,32
P001659,56,8,2,1,60
P001660,53,10,5,1,66
P001661,60,9,1,1,67
P001662,49,10,4,1,65
P001663,50,6,0,10,27
P001664,55,6,1,1,49
P001665,55,6,2,10,28
P001666,47,8,4,10,27
P001667,46,9,3,1,60
P001668,52,9,2,10,33
P001669,52,6,7,1,53
P001670,38,9,3,1,49
P001671,50,9,3,10,31
P001672,40,7,1,1,48
P001673,32,7,2,10,14
P001674,50,10,1,1,59
P001675,46,9,4,1,57
P001676,52,9,2,1,67
P001677,49,8,4,10,43
P001678,54,7,0,10,38
P001679,49,6,0,1,50
P001680,43,8,2,10,32
P001681,49,6,0,10,26
P001682,48,8,1,10,27
P001683,40,9,1,1,51
P001684,51,8,2,10,38
P001685,55,6,4,10,41
P001686,44,7,3,10,23
P001687,51,7,3,1,61
P001688,52,8,1,10,33
P001689,43,6,2,10,25
P001690,60,10,2,10,44
P001691,53,10,0,10,44
P001692,43,8,7,10,33
P001693,46,9,2,10,35
P001694,52,6,3,10,40
P001695,52,7,0,10,27
P001696,52,6,4,10,34
P001697,39,6,0,10,21
P001698,60,6,3,10,42
P001699,51,9,3,1,69
P001700,57,9,5,1,80
P001701,60,10,1,1,71
P001702,50,7,1,10,35
P001703,60,6,3,10,33
P001704,58,9,4,10,46
P001705,54,9,3,10,47
P001706,49,9,6,1,59
P001707,52,10,6,1,71
P001708,37,7,2,10,20
P001709,51,6,1,1,44
P001710,40,9,0,1,49
P001711,60,7,2,1,68
P001712,41,10,1,10,23
P001713,47,6,3,1,48
P001714,40,7,1,10,24
P001715,60,7,2,1,50
P001716,57,7,1,1,52
P001717,48,6,4,10,31
P001718,60,9,3,1,64
P001719,47,7,1,10,27
P001720,48,7,2,10,29
P001721,57,7,5,10,38
P001722,53,8,2,10,35
P001723,47,8,1,10,29
P001724,47,8,2,1,61
P001725,50,7,4,10,35
P001726,39,6,2,1,40
P001727,44,6,2,10,29
P001728,52,9,6,10,49
P001729,54,6,4,1,59
P001730,53,6,3,1,51
P001731,48,9,3,1,71
P001732,49,9,4,10,36
P001733,60,7,6,10,39
P001734,58,8,6,10,47
P001735,51,10,4,10,43
P001736,59,10,4,10,59
P001737,50,9,4,1,67
P001738,39,10,5,10,33
P001739,60,6,2,1,62
P001740,57,7,1,1,63
P001741,50,10,1,10,42
P001742,58,9,6,1,77
P001743,51,6,0,10,26
P001744,44,8,1,10,23
P001745,40,10,1,1,53
P001746,54,7,0,10,33
P001747,41,6,2,10,26
P001748,42,8,4,10,35
P001749,31,8,3,10,29
P001750,51,9,1,1,57
P001751,50,8,0,1,57
P001752,51,9,2,1,64
P001753,49,7,6,1,49
P001754,50,10,2,10,42
P001755,46,10,0,10,34
P001756,56,10,2,10,51
P001757,40,8,4,10,24
P001758,43,8,3,10,31
P001759,46,8,0,10,29
P001760,36,7,2,10,22
P001761,51,7,2,10,30
P001762,51,10,3,10,39
P001763,35,10,2,10,38
P001764,51,8,1,1,61
P001765,51,6,1,10,26
P001766,39,7,1,10,30
P001767,50,8,3,10,36
P001768,50,6,3,10,23
P001769,46,9,4,1,64
P001770,51,10,2,1,67
P001771,47,6,6,1,53
P001772,60,8,2,1,64
P001773,52,6,2,1,50
P001774,47,9,2,10,37
P001775,52,10,2,10,50
P001776,60,9,0,10,44
P001777,54,9,2,10,38
P001778,47,6,0,10,17
P001779,50,6,1,1,50
P001780,54,7,2,10,32
P001781,44,8,1,10,34
P001782,46,8,2,1,48
P001783,59,10,1,10,42
P001784,47,6,4,10,20
P001785,56,7,3,10,35
P001786,56,8,2,10,35
P001787,43,6,1,1,44
P001788,49,10,5,10,51
P001789,51,9,0,10,33
P001790,50,6,4,1,58
P001791,55,7,2,1,62
P001792,36,8,4,10,35
P001793,55,7,1,1,54
P001794,60,10,2,1,64
P001795,57,10,2,10,39
P001796,54,6,6,10,33
P001797,60,9,4,10,50
P001798,56,9,5,10,46
P001799,49,6,2,10,20
P001800,50,9,1,1,61
P001801,48,9,3,10,42
P001802,43,6,3,10,18
P001803,47,7,1,10,18
P001804,42,7,2,10,28
P001805,51,6,3,10,24
P001806,58,8,4,10,46
P001807,58,6,4,1,59
P001808,53,9,4,10,40
P001809,50,10,1,10,35
P001810,40,7,1,10,21
P001811,40,7,1,10,24
P001812,40,7,6,1,51
P001813,47,9,4,10,49
P001814,38,8,1,1,45
P001815,49,10,3,10,39
P001816,33,9,3,1,56
P001817,57,9,4,10,43
P001818,45,6,2,1,44
P001819,38,8,0,1,42
P001820,50,7,1,10,34
P001821,44,10,0,10,30
P001822,46,9,1,10,38
P001823,60,6,2,1,64
P001824,60,6,4,1,55
P001825,45,8,1,1,53
P001826,60,8,5,10,40
P001827,46,6,2,1,49
P001828,58,7,1,10,29
P001829,52,6,4,10,35
P001830,52,7,4,1,58
P001831,51,9,2,1,54
P001832,54,7,4,10,34
P001833,59,10,0,10,44
P001834,54,7,2,10,34
P001835,40,7,3,1,50
P001836,44,9,2,10,31
P001837,56,9,4,10,45
P001838,34,10,2,10,31
P001839,38,10,3,1,56
P001840,56,6,1,10,31
P001841,38,7,2,10,24
P001842,43,6,0,10,29
P001843,60,8,6,10,52
P001844,46,8,1,10,27
P001845,35,10,2,10,33
P001846,59,7,2,1,56
P001847,49,9,3,10,35
P001848,60,8,1,10,44
P001849,32,7,0,10,21
P001850,41,9,5,10,30
P001851,50,6,8,10,30
P001852,38,7,3,10,16
P001853,52,6,3,10,21
P001854,36,10,3,1,60
P001855,51,6,1,10,23
P001856,53,7,3,10,32
P001857,55,6,2,1,64
P001858,40,7,3,1,56
P001859,56,7,2,10,20
P001860,48,6,2,1,50
P001861,55,6,3,10,41
P001862,56,10,1,1,68
P001863,60,6,6,10,34
P001864,60,6,2,1,52
P001865,30,6,4,10,13
P001866,58,10,3,1,77
P001867,46,7,4,1,63
P001868,60,10,3,10,48
P001869,48,8,2,10,40
P001870,54,9,3,10,41
P001871,50,8,4,10,37
P001872,47,9,2,1,51
P001873,54,10,1,10,48
P001874,55,7,4,1,66
P001875,60,9,1,10,38
P001876,51,10,2,1,77
P001877,53,8,2,1,57
P001878,44,9,4,1,56
P001879,54,7,5,10,35
P001880,36,6,5,10,21
P001881,49,6,1,10,28
P001882,54,8,2,10,40
P001883,49,9,3,1,61
P001884,51,10,2,1,61
P001885,39,9,0,10,30
P001886,35,8,2,10,34
P001887,50,8,3,1,61
P001888,49,7,0,10,28
P001889,60,7,1,10,32
P001890,50,10,4,10,55
P001891,58,9,0,10,49
P001892,56,8,1,10,44
P001893,51,10,5,1,79
P001894,55,7,2,10,33
P001895,58,8,3,10,43
P001896,42,7,2,1,44
P001897,46,7,4,1,43
P001898,47,8,3,1,56
P001899,41,8,3,10,34
P001900,52,9,0,10,36
P001901,52,6,4,1,58
P001902,57,9,1,10,46
P001903,40,7,5,1,53
P001904,51,6,2,1,55
P001905,43,7,5,1,58
P001906,55,7,3,10,30
P001907,49,10,4,1,69
P001908,50,10,2,10,37
P001909,48,6,5,10,28
P001910,52,6,0,1,49
P001911,47,8,1,10,22
P001912,51,10,1,10,41
P001913,43,10,1,1,52
P001914,59,9,2,1,68
P001915,50,10,6,10,48
P001916,53,9,4,10,38
P001917,38,8,2,10,28
P001918,54,7,3,10,26
P001919,37,6,5,10,23
P001920,54,8,2,1,62
P001921,55,6,3,1,53
P001922,60,6,4,10,31
P001923,59,8,4,10,38
P001924,39,7,6,10,36
P001925,53,8,5,10,43
P001926,51,9,1,1,60
P001927,60,9,3,10,41
P001928,49,9,1,1,61
P001929,37,8,2,10,23
P001930,52,9,3,1,60
P001931,50,6,2,1,58
P001932,44,7,2,10,24
P001933,57,6,0,10,34
P001934,48,10,1,10,50
P001935,45,8,1,10,33
P001936,41,8,1,10,27
P001937,52,10,3,10,38
P001938,34,7,0,10,15
P001939,54,7,2,10,39
P001940,36,9,3,10,27
P001941,52,10,3,10,47
P001942,42,8,1,10,28
P001943,46,8,2,1,47
P001944,54,10,2,10,41
P001945,58,9,1,10,47
P001946,55,10,4,10,46
P001947,53,8,2,10,36
P001948,36,8,0,1,37
P001949,45,8,0,10,28
P001950,48,10,2,10,40
P001951,39,9,1,1,51
P001952,60,8,0,10,46
P001953,50,9,3,1,58
P001954,60,10,2,1,65
P001955,60,6,1,1,53
P001956,44,10,1,10,29
P001957,46,8,2,1,52
P001958,60,6,4,1,59
P001959,51,10,2,1,68
P001960,44,6,3,10,31
P001961,42,7,1,10,27
P001962,59,8,5,1,65
P001963,53,8,4,10,42
P001964,58,7,5,10,46
P001965,48,9,5,10,35
P001966,56,9,6,10,47
P001967,50,6,2,10,35
P001968,44,9,1,10,31
P001969,57,6,0,1,54
P001970,50,6,2,1,47
P001971,45,6,2,1,49
P001972,48,8,1,10,38
P001973,48,7,0,10,25
P001974,55,7,2,1,62
P001975,37,6,2,1,42
P001976,30,6,3,10,24
P001977,38,7,2,10,21
P001978,60,7,1,1,61
P001979,50,10,2,1,62
P001980,32,9,5,10,22
P001981,51,9,1,10,32
P001982,59,7,4,10,40
P001983,53,8,2,10,28
P001984,53,6,2,10,29
P001985,60,8,0,1,65
P001986,49,8,1,1,45
P001987,35,6,3,1,32
P001988,48,6,3,1,49
P001989,57,7,6,1,66
P001990,52,8,1,10,37
